response,intent
heartfelt,positive
recover,positive
defeats,positive
struggles,negative
hero,positive
obscenity,negative
taint,negative
enhance,positive
sloppy,negative
suffer,negative
forgetful,negative
vainly,negative
joyfully,positive
infallibility,positive
drop-outs,negative
Today I was on cloud nine as the girl I love came to me and sat beside me. She also asked for my number in case she has some doubts,positive
dogged,negative
staunchly,positive
I had a bad day at school,negative
hypocricy,negative
impaired,negative
strained,negative
afflict,negative
guiltless,positive
impetuous,negative
blemish,negative
inefficacy,negative
miraculous,positive
silly,negative
unnerved,negative
worthless,negative
stormy,negative
inferior,negative
onerous,negative
impenitent,negative
immoral,negative
emphatically,negative
harmful,negative
unspeakable,negative
transgression,negative
enlighten,positive
horrifys,negative
prosecute,negative
reaffirm,positive
insufficient,negative
misunderstand,negative
qualm,negative
limits,negative
refuses,negative
I am feeling isolated,negative
slow,negative
uproarously,negative
disingenuous,negative
disputed,negative
sturdier,positive
misleading,negative
bulkier,negative
reachable,positive
ingenuous,positive
distinguished,positive
zeal,positive
casualty,negative
I want to die,negative
venomously,negative
bewilder,negative
debt,negative
beseech,negative
vestiges,negative
smoothly,positive
vent,negative
breakthrough,positive
falsely,negative
disadvantaged,negative
ardently,positive
degrade,negative
resignation,negative
exasperated,negative
threesome,negative
renounce,negative
deprive,negative
frightfully,negative
I am feeling timid,negative
manic,negative
"Mom cooks food so well, I love her dishes",positive
aggrieved,negative
I am feeling demotivated,negative
foully,negative
darkness,negative
pain,negative
livid,negative
undercuts,negative
overacted,negative
despoil,negative
zenith,positive
back-woods,negative
discouragement,negative
polluter,negative
beautifully,positive
mischievously,negative
whips,negative
loved,positive
encouragingly,positive
shimmering,positive
blithe,positive
I want to go back to play,positive
I suppose it would be a sad memory.,negative
inflammed,negative
shortcoming,negative
dexterously,positive
unsteady,negative
damned,negative
decayed,negative
smutty,negative
ominous,negative
appeal,positive
stammer,negative
no one cares about me as everyone have some special and I do not have anyone like that,negative
I loved my family trip ,positive
bloated,negative
first-in-class,positive
faultless,positive
miscellaneous,negative
turbulent,negative
tawdry,negative
I'm done with my life and this school,negative
inconceivably,negative
drawbacks,negative
repugn,negative
distraughtly,negative
implacable,negative
flimflam,negative
belated,negative
torrent,negative
wedge,negative
kindness,positive
invidious,negative
uproariously,negative
inadequacy,negative
simplistic,negative
impudently,negative
time-honored,positive
supurbly,positive
graceful,positive
disillusioned,negative
complemented,positive
tranquility,positive
dumbfound,negative
byzantine,negative
hardy,positive
blah,negative
blurry,negative
loss,negative
evade,negative
smartest,positive
deceitfully,negative
appreciative,positive
catastrophic,negative
i can't do anything in life,negative
genuine,positive
din,negative
I am furious at my neighbour's dog as it barks all night long which disturbs my sleep,negative
ferocity,negative
spoilled,negative
I am feeling animated,positive
cuplrit,negative
prohibitively,negative
celebration,positive
stump,negative
concede,negative
prejudge,negative
exasperatingly,negative
exhort,negative
ambush,negative
callous,negative
bungler,negative
combative,negative
despairingly,negative
gorgeous,positive
dissemble,negative
belabor,negative
sloow,negative
mislead,negative
dazzle,positive
unfortunate,negative
boost,positive
maddeningly,negative
treasure,positive
moronic,negative
haters,negative
sweeten,positive
nightmarish,negative
brutally,negative
quarrelsome,negative
exasperate,negative
insupportably,negative
rosy,positive
melancholy,negative
I feel special as everyone loves me becaause of my joyful and helping nature,positive
endanger,negative
guarantee,positive
irked,negative
deceitful,negative
err,negative
trickery,negative
naughty,negative
scarily,negative
abominably,negative
robust,positive
amicability,positive
accuses,negative
I had very bad day as my boss did not give me the promotion of which I was the biggest contender,negative
disregardful,negative
crummy,negative
grumpy,negative
eloquent,positive
sensible,positive
sustainability,positive
imprudent,negative
deformed,negative
i met my bestfriend today,positive
altruistic,positive
fooled,negative
perverse,negative
bs,negative
I met my uncle today and i feel so good,positive
I am the worst,negative
acerbic,negative
vice,negative
creep,negative
jaw-droping,positive
partisan,negative
smudging,negative
heavenly,positive
traction,positive
quarrellously,negative
pugnacity,negative
gaiety,positive
ironies,negative
My family is planning to go for a vacation,positive
misses,negative
efficient,positive
conspire,negative
deceptive,negative
adversarial,negative
devout,positive
barbarous,negative
danken,positive
picket,negative
confuse,negative
inundate,negative
coarse,negative
waste,negative
lovable,positive
bumpping,negative
liberate,positive
covenant,positive
luckiest,positive
stifle,negative
fatuous,negative
enraged,negative
smut,negative
cruel,negative
unimaginable,negative
irrecoverablenesses,negative
polished,positive
ironic,negative
interests,positive
inhumane,negative
discontented,negative
confrontation,negative
instigate,negative
liked,positive
idolize,positive
bickering,negative
setback,negative
molest,negative
martyrdom-seeking,negative
desolately,negative
shaky,negative
mocking,negative
traitorous,negative
dejected,negative
dishonorablely,negative
defiance,negative
danke,positive
dawdle,negative
merry,positive
criticized,negative
prate,negative
I was hurt when I got to know that my bestfriend speaks bad about me to others,negative
afford,positive
sucks,negative
shirk,negative
scarier,negative
appreciates,positive
No one loves me,negative
cave,negative
opponent,negative
phobia,negative
wrestle,negative
It was an awesome day,positive
snob,negative
rightfully,positive
incense,negative
aggravation,negative
corrosion,negative
flawlessly,positive
fearfully,negative
defame,negative
congestion,negative
aches,negative
disgustful,negative
disobedient,negative
twist,negative
deteriorate,negative
uplift,positive
unfounded,negative
engaging,positive
I hate myself,negative
crumple,negative
smells,negative
shockingly,negative
achievements,positive
solace,positive
pitilessly,negative
illegitimate,negative
upheld,positive
wrip,negative
fail,negative
static,negative
impede,negative
savage,negative
furor,negative
oppress,negative
ploy,negative
adaptable,positive
contention,negative
cash-strapped,negative
cashbacks,positive
election-rigger,negative
distinction,positive
unworthy,negative
over-acted,negative
pickets,negative
zombie,negative
bloodshed,negative
unusually,negative
irretating,negative
tension,negative
snarl,negative
righten,positive
discombobulate,negative
handicapped,negative
dreadfully,negative
No. But it's so sad reading about it.,negative
recklessly,negative
smugly,negative
pillory,negative
figurehead,negative
immorally,negative
stern,negative
brat,negative
chaotic,negative
deficiencies,negative
trustingly,positive
swank,positive
slanderer,negative
righteous,positive
multi-polarization,negative
redeeming,positive
flares,negative
easier,positive
bothering,negative
incoherent,negative
repudiate,negative
grumble,negative
standout,positive
disgust,negative
harmonious,positive
tantalize,positive
disparage,negative
exult,positive
Everyone around my locality recognize me,positive
squash,negative
dissonance,negative
throbbed,negative
promoter,positive
virtue,positive
wreck,negative
luckier,positive
deceiving,negative
superstitious,negative
apologists,negative
intimidatingly,negative
enemy,negative
resilient,positive
sardonic,negative
fathomless,negative
formidable,positive
I had a big fight with  my boyfriend about a very silly reason,negative
unfamiliar,negative
unpleasant,negative
anti-,negative
accommodative,positive
involuntarily,negative
supple,positive
I am feeling butterflies,positive
rewardingly,positive
nourishing,positive
unsuccessful,negative
jubilate,positive
outrageous,negative
rue,negative
woefully,negative
surreal,positive
shortsightedness,negative
mistakes,negative
decrement,negative
mystery,negative
rancor,negative
assassin,negative
critical,negative
mendacity,negative
plunderer,negative
flimsy,negative
absent-minded,negative
responsibly,positive
I was beaten up by my seniors today,negative
cronyism,negative
invidiously,negative
irrelevance,negative
self-coup,negative
shoddy,negative
injustice,negative
inspiration,positive
leads,positive
reliably,positive
trendy,positive
redundant,negative
jagged,negative
interference,negative
humane,positive
deploringly,negative
unspecified,negative
instability,negative
weaker,negative
brutalities,negative
revival,positive
pricey,negative
stringently,negative
hardship,negative
picketed,negative
contradictory,negative
skulk,negative
festive,positive
mature,positive
prospros,positive
fascinate,positive
dedicated,positive
touchy,negative
enervate,negative
Me and mom had afight regarding the food,negative
negligence,negative
stalls,negative
commotion,negative
faint,negative
hopelessly,negative
disable,negative
susceptible,negative
blunders,negative
adroitly,positive
eloquence,positive
decry,negative
irately,negative
authentic,positive
illogical,negative
beneficiary,positive
pathetically,negative
utterly,negative
adverse,negative
I had a bad time today,negative
irrationally,negative
troubles,negative
buckle,negative
throb,negative
respectful,positive
wowing,positive
fascism,negative
sexy,positive
welcome,positive
sunder,negative
hysterical,negative
pest,negative
rip-off,negative
I am feeling normal,positive
spotty,negative
flexibility,positive
fumes,negative
renowned,positive
inequities,negative
pride,positive
ebullience,positive
counterproductive,negative
bias,negative
pessimistically,negative
brainy,positive
oddly,negative
dissatisfy,negative
smile,positive
I am feeling hopeless,negative
proprietary,negative
expensive,negative
smudge,negative
stereotype,negative
dislikes,negative
clouding,negative
unrelenting,negative
crazily,negative
hates,negative
my buisness idea got selected for the next round,positive
surrender,negative
examplar,positive
risky,negative
fruitful,positive
untouched,negative
laudably,positive
erroneous,negative
fails,negative
suck,negative
better,positive
tangles,negative
craziness,negative
deceitfulness,negative
rattles,negative
disinclined,negative
excallent,positive
fumble,negative
anxiousness,negative
spank,negative
extraordinary,positive
bright,positive
hospitable,positive
mockery,negative
spookily,negative
recommendation,positive
overstatements,negative
convoluted,negative
easing,positive
I am ugly. Everyone in my class is fair and handsome or beautiful but I am not,negative
inappropriately,negative
sass,negative
prowess,positive
enslave,negative
I am feeling energetic as I played cricket after 3 years,positive
detestably,negative
doldrums,negative
bogus,negative
fake,negative
sophisticated,positive
assure,positive
I am feeling prosperous,positive
heedless,negative
ineloquently,negative
satisfy,positive
slowwww,negative
unlucky,negative
conceited,negative
I am feeling fabulous after I scored the highest marks in the whole college,positive
stench,negative
thrive,positive
breaking,negative
infallible,positive
aggrieve,negative
distraughtness,negative
offence,negative
intriguing,positive
winning,positive
regretted,negative
discourage,negative
well-being,positive
sneer,negative
fawningly,negative
dreamland,positive
perplexity,negative
filthy,negative
extremists,negative
despot,negative
underestimate,negative
randomly,negative
hateful,negative
I am feeling guilty,negative
patriotic,positive
reprehensibly,negative
corrupting,negative
greasy,negative
glum,negative
I am feeling jealous,negative
discomfititure,negative
insurmountable,negative
motionless,negative
fried,negative
rapt,positive
demonized,negative
Vacation with family is so much fun,positive
positive,positive
rant,negative
supreme,positive
vexingly,negative
enthral,positive
infraction,negative
condescendingly,negative
healthy,positive
I am feeling Motivated,positive
love,positive
idiocies,negative
lanky,negative
demoralizingly,negative
I am feeling loved by my parents as I met them after 5 months as I went out of the city to complete the course,positive
askance,negative
grumpiest,negative
ferociously,negative
inculcate,negative
ample,positive
irrationality,negative
benevolent,positive
gained,positive
lawfully,positive
affordably,positive
traumatized,negative
lack,negative
pertinacious,negative
degeneration,negative
untrue,negative
insensitive,negative
oblique,negative
unnatural,negative
afflictive,negative
complaining,negative
fancinating,positive
overwhelm,negative
sly,negative
emasculate,negative
lecherous,negative
raptureous,positive
impious,negative
tragedy,negative
mightily,positive
wickedness,negative
palatial,positive
steeply,negative
spookier,negative
denigrate,negative
discouragingly,negative
It was so amusing to mimic our teacher in class.,positive
blossom,positive
wholeheartedly,positive
backaching,negative
unrest,negative
sagging,negative
bestial,negative
precipitous,negative
douchbag,negative
amenity,positive
imaginary,negative
conceit,negative
egomania,negative
willingness,positive
maddening,negative
unsecure,negative
haphazard,negative
calmness,positive
guile,negative
congratulatory,positive
invalid,negative
cringe,negative
overwhelming,negative
cherished,positive
proves,positive
I am feeling delighted,positive
longingly,negative
poison,negative
rascals,negative
I am gonna fail this exam,negative
undependable,negative
nervousness,negative
slog,negative
overtaken,positive
cranky,negative
poised,positive
accomplish,positive
aggressor,negative
blockbuster,positive
stunned,positive
fall,negative
incredulously,negative
I am feeling crazy,positive
bewail,negative
swelled,negative
hissing,negative
perfection,positive
aversion,negative
enviously,negative
complaints,negative
devilry,negative
hysterically,negative
toxic,negative
sharp,positive
frozen,negative
tin-y,negative
nemesis,negative
scared,negative
viciously,negative
over-hyped,negative
dictatorial,negative
smear,negative
splendid,positive
enliven,positive
"It made him feel incredibly sad, and worse, he wasn't sure why.",negative
severity,negative
superbly,positive
elevate,positive
arduously,negative
smelly,negative
insincere,negative
junky,negative
soundness,positive
smother,negative
I should die. No one cares about me and no one will be affected by that,negative
addict,negative
dishearten,negative
humourous,positive
overdue,negative
god-given,positive
detestable,negative
She clearly felt sad to see this day end,negative
bloodthirsty,negative
indecent,negative
grudgingly,negative
remunerate,positive
wary,negative
discredit,negative
haughty,negative
mortification,negative
naively,negative
holy,positive
veritable,positive
accusation,negative
slaughter,negative
jealousy,negative
rejecting,negative
irresolvable,negative
merriness,positive
devastated,negative
deride,negative
malignant,negative
fashionable,positive
tumbles,negative
zap,negative
eschew,negative
stricken,negative
contrived,negative
remorsefully,negative
I am feeling blue,negative
ruts,negative
tenuously,negative
overweight,negative
indeterminably,negative
I am feeling cranky,negative
persecute,negative
I am feeling calm,positive
selfishness,negative
grouchy,negative
winnable,positive
grace,positive
giddy,negative
ripoff,negative
enjoys,positive
hardliner,negative
invincibility,positive
spewed,negative
ineffective,negative
readily,positive
scoldingly,negative
disinterested,negative
sumptuous,positive
usable,positive
woeful,negative
discontent,negative
unnoticed,negative
evenly,positive
gratitude,positive
vex,negative
hubris,negative
worrisome,negative
futurestic,positive
creepy,negative
splendor,positive
nebulously,negative
bombastic,negative
ftw,positive
inconsiderately,negative
villianous,negative
compatible,positive
gibe,negative
homage,positive
I liked how we all went out to party last night,positive
lechery,negative
protesting,negative
resentful,negative
perverts,negative
wrest,negative
illegally,negative
prefers,positive
feeblely,negative
savagery,negative
unethical,negative
successful,positive
well-balanced,positive
irrecoverable,negative
brutish,negative
scarcely,negative
scolding,negative
snarky,negative
limitation,negative
I am feeling fresh,positive
lucidly,positive
paradise,positive
gratification,positive
overheat,negative
obtainable,positive
No one can beat me at this this game as I have been playing games of this series since I was 7 years old,positive
well-established,positive
toil,negative
carelessness,negative
trumpet,positive
worth,positive
I had a big fight with  my girlfriend about a very silly reason,negative
improvements,positive
I am a failure as I have not achieved anything in my life,negative
uneasily,negative
boiling,negative
skillfully,positive
hurted,negative
plebeian,negative
my boss gave me promotion and appraisal today  for my hardwork,positive
courageous,positive
passive,negative
mawkishness,negative
jobless,negative
torment,negative
rectify,positive
openness,positive
disrupt,negative
tempting,positive
thumb-down,negative
bitter,negative
timidly,negative
hopelessness,negative
modesty,positive
life-threatening,negative
suicide,negative
kindliness,positive
cushy,positive
overpriced,negative
tainted,negative
bloom,positive
sub-par,negative
marvelousness,positive
overture,positive
confession,negative
douchebag,negative
luck,positive
panick,negative
exasperation,negative
suavely,positive
I am feeling stupid,negative
deception,negative
I had a fight with my father,negative
accidental,negative
peace,positive
ease,positive
preferably,positive
annoyance,negative
I am happy as I found my favourite phone on sale for which I had been saving from last 3 months,positive
unravel,negative
inopportune,negative
sluts,negative
My class teacher scolded me in front of the whole class,negative
I do not have friends,negative
contrasty,positive
frustratingly,negative
leading,positive
cramp,negative
grandeur,positive
zapped,negative
nightmare,negative
orphan,negative
incomparable,negative
isolate,negative
harmed,negative
unencumbered,positive
chaos,negative
ennoble,positive
elation,positive
enterprising,positive
compactly,positive
sarcastically,negative
statuesque,positive
malice,negative
over-valuation,negative
humiliate,negative
refreshed,positive
scandalously,negative
desertion,negative
fair,positive
rhetorical,negative
absurd,negative
respectfully,positive
undesirable,negative
crack,negative
truthfully,positive
insightful,positive
monstrous,negative
drowning,negative
defrauding,negative
achievable,positive
issues,negative
indignantly,negative
reliable,positive
errant,negative
grievances,negative
genocide,negative
damnable,negative
dispiritedly,negative
monumentally,positive
gallant,positive
layoff,negative
pathetic,negative
punishable,negative
wince,negative
futilely,negative
creak,negative
slave,negative
imprecisely,negative
cheaply,negative
Today I helped a blind guy in crossing a traffic signal that elevated my mood and made me proud of my myself,positive
This is so awesome. I can't believe this happened.,positive
idealize,positive
qualify,positive
ineligible,negative
dissonant,negative
decisiveness,positive
relief,positive
boring,negative
broken-hearted,negative
lost,negative
whoa,positive
misguidance,negative
creeping,negative
incognizant,negative
bruised,negative
condemned,negative
pleasing,positive
acrimony,negative
deplorable,negative
impolitely,negative
peeve,negative
overact,negative
well-wishers,positive
hardheaded,negative
lawful,positive
terrific,positive
whimper,negative
notably,positive
brotherly,positive
steadfastly,positive
wasted,negative
languish,negative
spellbindingly,positive
invader,negative
I am feeling unsatisfied,negative
refuted,negative
eccentric,negative
exhaustion,negative
spellbound,positive
overlook,negative
dextrous,positive
inequality,negative
strange,negative
speedily,positive
wrought,negative
honorable,positive
cheat,negative
inconsolable,negative
flake,negative
admonition,negative
I will never get anything good in my life,negative
whine,negative
suspicion,negative
sprightly,positive
rubbish,negative
invasive,negative
unyielding,negative
fascination,positive
inelegant,negative
I feel toxic,negative
exaggeration,negative
enrapture,positive
unscrupulous,negative
dirts,negative
bemoaning,negative
compassionate,positive
spellbind,positive
dishonor,negative
temerity,negative
luminous,positive
wobbles,negative
remorse,negative
puppet,negative
vanity,negative
paralize,negative
outwit,positive
civility,positive
excitingly,positive
2-faced,negative
declines,negative
moody,negative
cornerstone,positive
infamously,negative
irksomely,negative
bonuses,positive
She seemed so sad for him,negative
skittishly,negative
glare,negative
solidarity,positive
yay,positive
indignant,negative
disconcert,negative
pander,negative
cartoonish,negative
wobbled,negative
glut,negative
"My bestfriend behave very rudely with me, I don’t know whats wrong with him her?",negative
flickers,negative
trivial,negative
peaceful,positive
torturous,negative
procrastination,negative
detest,negative
trust,positive
complex,negative
contort,negative
exalting,positive
dreadfulness,negative
brutal,negative
vindictively,negative
lifesaver,positive
I am hopeless as everyone who trust in me I always tend to let them down,negative
iniquity,negative
uncomfortably,negative
quandary,negative
felicity,positive
strongest,positive
seedy,negative
denying,negative
I am thrilled about this new movie because I was waiting for it for past 1 month and the reviews are great too,positive
inaccuracies,negative
fiendish,negative
unfaithfully,negative
unaffordable,negative
bleakness,negative
venom,negative
affordable,positive
magnanimous,positive
vengeful,negative
annihilation,negative
wimpy,negative
"I guess I should feel sad, but I don't.",negative
affectation,positive
divinely,positive
second-tier,negative
windfall,positive
marvels,positive
I am feeling rejected,negative
spitefulness,negative
worried,negative
ruffian,negative
manipulative,negative
agreeable,positive
fascist,negative
replaceable,positive
peeled,negative
neatly,positive
protection,positive
spoil,negative
amicable,positive
fractious,negative
slogged,negative
cashback,positive
fright,negative
accomodative,positive
finer,positive
tingle,positive
unsophisticated,negative
I hate going to school every day and getting beaten by teachers and seniors ,negative
crowdedness,negative
exclusion,negative
lousy,negative
nasty,negative
desirous,positive
illuminati,positive
offender,negative
peacekeepers,positive
instrumental,positive
advantages,positive
spitefully,negative
inextricable,negative
breach,negative
desititute,negative
modest,positive
crooked,negative
contradict,negative
effectiveness,positive
intelligence,positive
measly,negative
selfinterested,negative
discontinuous,negative
hogs,negative
gruesomely,negative
rejection,negative
lull,negative
I am feeling good,positive
despair,negative
sty,negative
dismissively,negative
simplistically,negative
forceful,negative
grating,negative
win,positive
receptive,positive
innocuous,positive
tantalizing,positive
stimulate,positive
clean,positive
awesomely,positive
accuse,negative
forlorn,negative
sorry,negative
spoilages,negative
spoiled,negative
patronize,negative
beckoning,positive
disrepute,negative
precipitate,negative
divergent,negative
starve,negative
I feel blessed to have my friends by my side in eavery bad phase of life as they love me,positive
critic,negative
unlawfulness,negative
break-ups,negative
cleared,positive
goodly,positive
self-respect,positive
flattering,positive
misstatement,negative
obliterate,negative
audible,positive
charitable,positive
unaffected,positive
precariously,negative
shroud,negative
somber,negative
chatter,negative
fastuous,negative
gaily,positive
frustrates,negative
stifling,negative
dissocial,negative
drop-out,negative
enhanced,positive
infringements,negative
undamaged,positive
rough,negative
anarchism,negative
I am feeling disconnected,negative
antagonism,negative
irritate,negative
grudging,negative
inextricably,negative
resurgent,negative
torture,negative
trusted,positive
glorify,positive
jumpy,negative
vomit,negative
wrangle,negative
dilly-dally,negative
glimmering,positive
queer,negative
sued,negative
illusory,negative
blurred,negative
impoverish,negative
two-faced,negative
petrify,negative
lurking,negative
monotonous,negative
bumps,negative
impulsive,negative
lonely,negative
condemnation,negative
presumptuously,negative
school is so fun,positive
glamorous,positive
inveigle,negative
continuity,positive
complicated,negative
swagger,negative
obstinate,negative
overstatement,negative
snappy,positive
heretical,negative
effusiveness,positive
comely,positive
My dad bought me a new Playstation ps,positive
guilt,negative
chintzy,negative
scarcity,negative
impeccable,positive
subsidizing,positive
apotheosis,positive
aggressiveness,negative
sagely,positive
unbelievable,negative
grateful,positive
fascinating,positive
suspect,negative
hazardous,negative
appalled,negative
my friends love me and will go to any extent to make me happy,positive
intractable,negative
encouragement,positive
wily,negative
cleanly,positive
cherub,positive
cancerous,negative
improperly,negative
 I was harrased in public placces today,negative
joyous,positive
mispronounce,negative
decadence,negative
snobbish,negative
impassioned,positive
garish,negative
powerful,positive
energy-efficient,positive
critics,negative
break,negative
fleeting,negative
whooa,positive
pariah,negative
blackmail,negative
abound,positive
raging,negative
revolutionizes,positive
tetchily,negative
anti-proliferation,negative
I am feeling confident,positive
catastrophe,negative
jubilantly,positive
sketchy,negative
tortures,negative
suspicious,negative
tumbled,negative
graciousness,positive
sink,negative
upsettingly,negative
fib,negative
hallucination,negative
blindingly,negative
nonresponsive,negative
stylized,positive
disastrous,negative
affront,negative
brittle,negative
ashamed,negative
breaks,negative
shipwreck,negative
slander,negative
afraid,negative
relentlessness,negative
destiny,positive
explosive,negative
I am feeling proud,positive
accursed,negative
cruelty,negative
parasite,negative
intriguingly,positive
miff,negative
hinder,negative
amiable,positive
hindrance,negative
"I am jealous of the new boy in the class. He is rich, good at studies and the girl I like is in love with her",negative
lackluster,negative
unrealistic,negative
revolutionized,positive
enviably,positive
buzzing,negative
retardedness,negative
laughingstock,negative
distraction,negative
astonishment,positive
restlessness,negative
harried,negative
fatcat,negative
rumours,negative
astonished,positive
unrivaled,positive
inaudible,negative
contentious,negative
discomfit,negative
finely,positive
demise,negative
lugubrious,negative
junk,negative
deserving,positive
brainiest,positive
inexperience,negative
upliftment,positive
odor,negative
venomous,negative
quiet,positive
creaking,negative
mediocrity,negative
stole,negative
virus,negative
fat-cats,negative
cheaper,positive
disadvantages,negative
dimmer,negative
autocrat,negative
fierce,negative
posh,positive
calamitously,negative
fatal,negative
abysmally,negative
I am feeling pressurised,negative
heal,positive
exorbitantance,negative
deference,positive
sack,negative
skillful,positive
delectable,positive
vindictiveness,negative
cynicism,negative
dungeon,negative
unhelpful,negative
kaput,negative
capability,positive
bewildered,negative
miracle,positive
subversion,negative
cheater,negative
I was punished by my sports teacher today,negative
detests,negative
hysteric,negative
pollute,negative
bullies,negative
accurately,positive
misleadingly,negative
blur,negative
well-received,positive
I am feeling depressed,negative
throbs,negative
burdensomely,negative
throttle,negative
cheating,negative
stiflingly,negative
squeaky,negative
ridiculous,negative
vibrating,negative
outdo,positive
shocking,negative
healthful,positive
fine-looking,positive
resentment,negative
seethe,negative
straightforward,positive
destitution,negative
meaningful,positive
abscond,negative
infallibly,positive
doggedly,negative
discontinuity,negative
inefficiently,negative
pauper,negative
prodigy,positive
frigging,negative
beguile,negative
My teacher scolded me today for my work,negative
dehumanization,negative
painlessly,positive
murky,negative
enrapt,positive
desperately,negative
bungling,negative
I am feeling underestimated,negative
plush,positive
staid,negative
dotingly,positive
spotless,positive
odd,negative
stabilize,positive
inappropriate,negative
exaggerate,negative
ill-formed,negative
realistic,positive
applaud,positive
delay,negative
humour,positive
precise,positive
effrontery,negative
irritating,negative
sicken,negative
malevolently,negative
imprecate,negative
estranged,negative
snazzy,positive
messed,negative
I am feeling free,positive
fracture,negative
demonizes,negative
misery,negative
fatigued,negative
scuffs,negative
fever,negative
congenial,positive
paupers,negative
adorable,positive
undermine,negative
enjoin,negative
frantically,negative
enjoyed,positive
low-cost,positive
unauthentic,negative
derisive,negative
overstate,negative
uncontrolled,negative
patriot,positive
imaginative,positive
toughest,positive
greedy,negative
"I shall never forget it: I felt sad and sorry for everyone, for myself, and for everyone.",negative
startling,negative
harass,negative
sarcasm,negative
exhilaration,positive
obstructed,negative
petty,negative
improvement,positive
terrible,negative
treachery,negative
biased,negative
disgusting,negative
disparaging,negative
incongruously,negative
tank,negative
hothouse,negative
"I love my friends gang, we have so much fun",positive
exciting,positive
wack,negative
uncivilized,negative
prik,negative
intolerablely,negative
impossibly,negative
bribery,negative
hardships,negative
smarter,positive
long-winded,negative
bully,negative
paranoia,negative
extravagance,negative
smouldering,negative
wonders,positive
devastatingly,negative
obsessions,positive
detesting,negative
womanizer,negative
mindless,negative
weed,negative
contempt,negative
thoughtlessness,negative
low-rated,negative
ill-conceived,negative
bless,positive
wripping,negative
protect,positive
bargain,positive
subsidize,positive
pique,negative
disappointments,negative
dent,negative
wholesome,positive
overshadow,negative
groundbreaking,positive
scrap,negative
drawback,negative
unsettle,negative
dishonorable,negative
cumbersome,negative
horde,negative
upset,negative
foul,negative
reprehensible,negative
amaze,positive
vagrant,negative
dropout,negative
I am feeling brilliant,positive
seasoned,positive
vulnerable,negative
surpass,positive
forswear,negative
fucking,negative
eased,positive
I am feeling enthusiastic,positive
tiresome,negative
comfortably,positive
My boss loved my work,positive
promising,positive
scarred,negative
survival,positive
merriment,positive
hurtful,negative
user-friendly,positive
sweaty,negative
convincing,positive
useable,positive
morbid,negative
autocratic,negative
flatteringly,positive
liking,positive
disintegrated,negative
I am feeling hopeful after my results came in which I was expecting a very low score but after seeing my score I saw there is a scopre of improvements ,positive
collapse,negative
broken,negative
extermination,negative
terrifically,positive
sublime,positive
I am feeling discouraged,negative
rectifying,positive
debatable,negative
reprehension,negative
sardonically,negative
bid-rigging,negative
retreated,negative
insubstantial,negative
flagrantly,negative
remorseful,negative
negatives,negative
bereft,negative
indulgent,positive
baffling,negative
envious,positive
syndrome,negative
drought,negative
knife,negative
punk,negative
hating,negative
jaded,negative
prickles,negative
struggled,negative
dislocated,negative
slump,negative
irreversible,negative
wilt,negative
properly,positive
triumphal,positive
awarded,positive
tyrannical,negative
scummy,negative
over-priced,negative
bravery,positive
I met my cousin today and i feel so good,positive
object,negative
disapprobation,negative
quibbles,negative
perfectly,positive
My parents got a new T.V.,positive
astounded,positive
vehement,negative
numb,negative
wearisome,negative
distressingly,negative
spacious,positive
enticingly,positive
shun,negative
hearten,positive
screwy,negative
stun,negative
worthiness,positive
restless,negative
bravo,positive
expertly,positive
snagging,negative
back-wood,negative
kook,negative
hurting,negative
heck,negative
accusingly,negative
quicker,positive
defective,negative
unnervingly,negative
discontentedly,negative
execrate,negative
I won the competion today which had a state level participation,positive
slanders,negative
phenomenally,positive
hands-down,positive
freeze,negative
shatter,negative
droops,negative
rumple,negative
glaringly,negative
unreal,positive
temptingly,positive
heroine,positive
pleas,negative
I am frustated because while coming back from college today some one picked my pocket and my phone too,negative
violators,negative
excuses,negative
noiseless,positive
knotted,negative
needless,negative
mobster,negative
vomited,negative
terrorize,negative
kudos,positive
scams,negative
lies,negative
danger,negative
rejoicingly,positive
I love my class teacher,positive
dispute,negative
dings,negative
bleakly,negative
clearly,positive
downturns,negative
won,positive
ugh,negative
bump,negative
bliss,positive
flutter,positive
bored,negative
infringe,negative
I want to go back to college,positive
reasonably,positive
negation,negative
buoyant,positive
massacre,negative
incivility,negative
survivor,positive
I am feeling unconfident,negative
costlier,negative
blab,negative
set-up,negative
unfortunately,negative
ingeniously,positive
feat,positive
perish,negative
proactive,positive
senseless,negative
phobic,negative
I love going on drives with my friends,positive
capitulate,negative
gross,negative
infest,negative
I feel I am at the top of the world because I completed my desired course with flying colors,positive
troubling,negative
downsides,negative
idiot,negative
deadlock,negative
regretful,negative
overturn,negative
flawed,negative
stunning,positive
grapple,negative
gaffe,negative
bemoan,negative
dejectedly,negative
lyrical,positive
foolproof,positive
flout,negative
anxiety,negative
distastefully,negative
frighten,negative
poorly,negative
avenge,negative
effectual,positive
disaccord,negative
reverent,positive
moot,negative
I'm so handsome that every guy in the class and office is jealous of me,positive
unwisely,negative
unease,negative
siege,negative
unruly,negative
I am feeling commendable,positive
sufficiently,positive
hegemonistic,negative
well-regarded,positive
disruptive,negative
dauntless,positive
embroiled,negative
rattled,negative
richness,positive
fond,positive
last-ditch,negative
selfishly,negative
mischievous,negative
cure,positive
multi-purpose,positive
flourish,positive
asinine,negative
harmoniously,positive
mashed,negative
risk,negative
durable,positive
averse,negative
